Process Date,Amount,Other Party,Credit Plan Name,Transaction Date,Foreign Details,City,Country Code
10/09/2015,-12.00,"DENNYS RESTAURANT      CHRISTCHURCH  NZ","PURCHASES",09/09/2015,,,
10/09/2015,30.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/09/2015,,,
14/09/2015,-20.00,"GRABONE                PARNELL       NZ","PURCHASES",11/09/2015,,,
14/09/2015,-10.00,"COTTON ON BODY 9716    PAPANUI       NZ","PURCHASES",12/09/2015,,,
14/09/2015,-12.00,"TALL WALKERS           CHRISTCHURCH  NZ","PURCHASES",12/09/2015,,,
16/09/2015,-17.17,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",15/09/2015,,,
21/09/2015,-31.00,"IMPORTERS CLEARENCE    AUCKLAND      NZL","PURCHASES",19/09/2015,,,
21/09/2015,-23.15,"MADAM KWONG'S          CHRISTCHURCH  NZ","PURCHASES",19/09/2015,,,
21/09/2015,80.00,"PAYMENT RECEIVED       THANK YOU     NZL",,20/09/2015,,,
21/09/2015,-10.00,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",21/09/2015,,,
22/09/2015,-29.07,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",22/09/2015,,,
28/09/2015,-3.00,"WIKIMEDIA              877-600-9454  CA","PURCHASES",24/09/2015,,,
28/09/2015,-21.01,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",25/09/2015,,,
28/09/2015,-15.85,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",26/09/2015,,,
28/09/2015,-40.00,"ON THE GO RICCARTON    RICCARTON     NZL","PURCHASES",26/09/2015,,,
28/09/2015,-15.96,"LINCRAFT NZ LIMITED    CHRISTCHURCH  NZ","PURCHASES",26/09/2015,,,
28/09/2015,-3.00,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",26/09/2015,,,
28/09/2015,190.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/09/2015,,,
28/09/2015,-2.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",28/09/2015,,,
28/09/2015,-17.00,"GRABONE                PARNELL       NZ","PURCHASES",28/09/2015,,,
01/10/2015,-8.95,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",30/09/2015,,,
02/10/2015,-7.90,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",01/10/2015,,,
02/10/2015,20.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/10/2015,,,
05/10/2015,-9.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",02/10/2015,,,
05/10/2015,-8.99,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",03/10/2015,,,
05/10/2015,-72.39,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",03/10/2015,,,
05/10/2015,-25.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",03/10/2015,,,
05/10/2015,-15.00,"GRABONE                PARNELL       NZ","PURCHASES",04/10/2015,,,
06/10/2015,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/10/2015,,,
08/10/2015,-10.00,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",07/10/2015,,,
09/10/2015,-32.78,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",08/10/2015,,,
09/10/2015,-7.48,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",08/10/2015,,,
12/10/2015,-96.77,"PEACHES AND CREAM - CH CHRISTCHURCH  NZL","PURCHASES",10/10/2015,,,
12/10/2015,-12.00,"PEACHES AND CREAM - CH CHRISTCHURCH  NZL","PURCHASES",10/10/2015,,,
12/10/2015,-25.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/10/2015,,,
12/10/2015,-0.20,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",12/10/2015,,,
13/10/2015,-0.60,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",13/10/2015,,,
14/10/2015,-6.09,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",13/10/2015,,,
14/10/2015,-0.60,"CAFE 101               CHRISTCHURCH  NZ","PURCHASES",14/10/2015,,,
15/10/2015,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/10/2015,,,
20/10/2015,-82.51,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",19/10/2015,,,
21/10/2015,-10.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",21/10/2015,,,
22/10/2015,-5.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",21/10/2015,,,
23/10/2015,80.00,"PAYMENT RECEIVED       THANK YOU     NZL",,23/10/2015,,,
23/10/2015,-11.80,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",23/10/2015,,,
27/10/2015,-6.00,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",25/10/2015,,,
27/10/2015,-30.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",25/10/2015,,,
27/10/2015,20.00,"PAYMENT RECEIVED       THANK YOU     NZL",,26/10/2015,,,
29/10/2015,-53.67,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",29/10/2015,,,
29/10/2015,-52.41,"CALTEX RICCARTON       CHRISTCHURCH  NZ","PURCHASES",29/10/2015,,,
30/10/2015,-6.00,"COUNTDOWN CHURCH CORNE CHRISTCHURCH  NZL","PURCHASES",29/10/2015,,,
30/10/2015,-29.90,"KIKKI.K                CHRISTCHURCH  NZ","PURCHASES",29/10/2015,,,
02/11/2015,-12.00,"SHERPA KAI             LYTTELTON     NZ","PURCHASES",30/10/2015,,,
02/11/2015,-3.00,"BURGER KING 9735       HORNBY        NZL","PURCHASES",01/11/2015,,,
04/11/2015,-10.00,"TWO DEGREES NEW ZEALAN CHRISTCHURCH  NZ","PURCHASES",03/11/2015,,,
04/11/2015,-9.18,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",04/11/2015,,,
05/11/2015,-5.49,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",04/11/2015,,,
05/11/2015,-5.00,"GIVEALITTLE DONATION   AUCKLAND      NZL","PURCHASES",05/11/2015,,,
09/11/2015,-25.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",06/11/2015,,,
09/11/2015,-2.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/11/2015,,,
09/11/2015,220.00,"PAYMENT RECEIVED       THANK YOU     NZL",,08/11/2015,,,
12/11/2015,-0.70,"MCDONALDS RICCARTON FC CHRISTCHURCH  NZL","PURCHASES",12/11/2015,,,
13/11/2015,-6.50,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",13/11/2015,,,
16/11/2015,-18.98,"OFFTHEBACK.CO.NZ       AUCKLAND      NZ","PURCHASES",13/11/2015,,,
16/11/2015,-3.99,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",13/11/2015,,,
16/11/2015,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/11/2015,,,
19/11/2015,-7.18,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",18/11/2015,,,
23/11/2015,30.00,"PAYMENT RECEIVED       THANK YOU     NZL",,21/11/2015,,,
23/11/2015,-3.49,"NEW WORLD KAIKOURA     KAIKOURA      NZ","PURCHASES",22/11/2015,,,
24/11/2015,-51.43,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",24/11/2015,,,
25/11/2015,-2.49,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",24/11/2015,,,
25/11/2015,-366.00,"AIR NZ COCT CTR        AUCKLAND      NZ","PURCHASES",24/11/2015,,,
25/11/2015,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,25/11/2015,,,
25/11/2015,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,25/11/2015,,,
25/11/2015,-30.00,"AIR NZ COCT CTR        AUCKLAND      NZ","PURCHASES",25/11/2015,,,
25/11/2015,-3000.00,"REGISTRY CASHIERS S    CHRISTCHURCH  NZ","PURCHASES",25/11/2015,,,
30/11/2015,3000.00,"PAYMENT RECEIVED       THANK YOU     NZL",,28/11/2015,,,
04/12/2015,-12.98,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",03/12/2015,,,
07/12/2015,-11.75,"THE BOG IRISH BAR      CHRISTCHURCH  NZL","PURCHASES",04/12/2015,,,
07/12/2015,-5.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",05/12/2015,,,
07/12/2015,-3.20,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",06/12/2015,,,
07/12/2015,-4.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/12/2015,,,
09/12/2015,-56.98,"1-DAY                  HAMILTON      NZL","PURCHASES",09/12/2015,,,
09/12/2015,-2.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",09/12/2015,,,
14/12/2015,-213.00,"AIR NZ ONE             AUCKLAND      NZ","PURCHASES",11/12/2015,,,
14/12/2015,-5.98,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",12/12/2015,,,
14/12/2015,-30.00,"AIR NZ ONE             AUCKLAND      NZ","PURCHASES",12/12/2015,,,
14/12/2015,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/12/2015,,,
14/12/2015,-18.13,"GROWERS DIRECT (1974)  CHRISTCHURCH  NZ","PURCHASES",13/12/2015,,,
14/12/2015,-13.76,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",13/12/2015,,,
14/12/2015,-1.49,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",13/12/2015,,,
15/12/2015,-7.61,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",14/12/2015,,,
21/12/2015,-4.00,"KOOL ZONE LIMITED      RICCARTON     NZ","PURCHASES",18/12/2015,,,
21/12/2015,-50.47,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",18/12/2015,,,
21/12/2015,-20.00,"SKINNY                 AUCKLAND      NZ","PURCHASES",19/12/2015,,,
21/12/2015,-102.92,"BENDON                 RICCARTON     NZ","PURCHASES",19/12/2015,,,
21/12/2015,-7.99,"LINCRAFT NZ LIMITED    CHRISTCHURCH  NZ","PURCHASES",19/12/2015,,,
21/12/2015,-33.00,"DAPHNES RESTAURANT     CHRISTCHURCH  NZ","PURCHASES",20/12/2015,,,
21/12/2015,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,21/12/2015,,,
21/12/2015,-7.50,"MCDONALDS RICCARTON FC CHRISTCHURCH  NZL","PURCHASES",21/12/2015,,,
22/12/2015,-7.50,"BURGERFUEL RICCARTON   RICCARTON     NZ","PURCHASES",21/12/2015,,,
23/12/2015,-24.00,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",23/12/2015,,,
24/12/2015,-17.00,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",23/12/2015,,,
29/12/2015,-3.29,"4 SQUARE KAIKOURA      KAIKOURA      NZ","PURCHASES",24/12/2015,,,
29/12/2015,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,27/12/2015,,,
29/12/2015,-19.32,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",27/12/2015,,,
29/12/2015,-9.46,"ESSENTIAL ASIAN INGRED HIGH STREET   NZ","PURCHASES",27/12/2015,,,
29/12/2015,-0.70,"MCDONALDS BLENHEIM     BLENHEIM      NZL","PURCHASES",28/12/2015,,,
29/12/2015,-15.80,"INDULGE                PICTON        NZ","PURCHASES",28/12/2015,,,
29/12/2015,-7.29,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",29/12/2015,,,
31/12/2015,-2.00,"HARVEY NORMAN BLENHE   BLENHEIM      NZ","PURCHASES",29/12/2015,,,
05/01/2016,-9.30,"MCDONALDS BLENHEIM     BLENHEIM      NZL","PURCHASES",31/12/2015,,,
05/01/2016,-20.10,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",02/01/2016,,,
05/01/2016,-28.32,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",03/01/2016,,,
05/01/2016,-27.89,"NEW WORLD KAIKOURA     KAIKOURA      NZ","PURCHASES",03/01/2016,,,
05/01/2016,-72.50,"MAKANA CONFECTIONS     BLENHEIM      NZ","PURCHASES",03/01/2016,,,
05/01/2016,-9.00,"CURRY GARDEN MULTI CUI HORNBY        NZ","PURCHASES",04/01/2016,,,
05/01/2016,-6.97,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",04/01/2016,,,
05/01/2016,-21.80,"BRISCOES RICCARTON     AUCKLAND      NZ","PURCHASES",04/01/2016,,,
05/01/2016,-50.33,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",04/01/2016,,,
05/01/2016,-7.69,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",04/01/2016,,,
05/01/2016,-19.47,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",05/01/2016,,,
06/01/2016,300.00,"PAYMENT RECEIVED       THANK YOU     NZL",,06/01/2016,,,
06/01/2016,-155.01,"LUMLEY GEN INS NZ      AUCKLAND      NZL","PURCHASES",06/01/2016,,,
07/01/2016,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,07/01/2016,,,
07/01/2016,-6.00,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",07/01/2016,,,
08/01/2016,-0.99,"Spotify 205020003088-1 Stockholm     SE","PURCHASES",07/01/2016,,,
08/01/2016,-3954.00,"REGISTRY CASHIERS S    CHRISTCHURCH  NZ","PURCHASES",08/01/2016,,,
11/01/2016,-12.98,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",08/01/2016,,,
11/01/2016,-11.75,"GROWERS DIRECT (1974)  CHRISTCHURCH  NZ","PURCHASES",09/01/2016,,,
11/01/2016,-5.00,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",11/01/2016,,,
12/01/2016,-27.01,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",11/01/2016,,,
14/01/2016,2500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,14/01/2016,,,
14/01/2016,1600.00,"PAYMENT RECEIVED       THANK YOU     NZL",,14/01/2016,,,
15/01/2016,-14.98,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",14/01/2016,,,
20/01/2016,-12.50,"TRADEME PAYNOW         WELLINGTON    NZ","PURCHASES",19/01/2016,,,
20/01/2016,-5.17,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",20/01/2016,,,
22/01/2016,-50.15,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",21/01/2016,,,
25/01/2016,-5.46,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",23/01/2016,,,
25/01/2016,-32.49,"BRISCOES RICCARTON     AUCKLAND      NZ","PURCHASES",25/01/2016,,,
26/01/2016,-95.31,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",25/01/2016,,,
26/01/2016,-20.00,"GRABONE                WHANGAREI     NZL","PURCHASES",26/01/2016,,,
27/01/2016,-4.12,"PB TECHNOLOGIES LTD    PENROSE       NZ","PURCHASES",26/01/2016,,,
27/01/2016,-20.00,"KMART - RICCARTON      CHRISTCHURCH  NZ","PURCHASES",26/01/2016,,,
29/01/2016,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,29/01/2016,,,
29/01/2016,-60.96,"OFFTHEBACK.CO.NZ       AUCKLAND      NZ","PURCHASES",29/01/2016,,,
01/02/2016,-30.09,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",30/01/2016,,,
01/02/2016,-50.85,"BP 2GO WESTBURN        CHRISTCHURCH  NZ","PURCHASES",30/01/2016,,,
01/02/2016,-2.49,"COUPLAND'S BAKERIES    HORNBY        NZ","PURCHASES",31/01/2016,,,
02/02/2016,-6.95,"GROWERS DIRECT (1974)  CHRISTCHURCH  NZ","PURCHASES",01/02/2016,,,
03/02/2016,-35.32,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",02/02/2016,,,
04/02/2016,-6.65,"SMITHS CITY 8241       CHRISTCHURCH  NZ","PURCHASES",03/02/2016,,,
05/02/2016,-3.50,"PASSENGERS & CO        CHRISTCHURCH  NZ","PURCHASES",04/02/2016,,,
05/02/2016,-6.48,"NEW WORLD KAIKOURA     KAIKOURA      NZ","PURCHASES",04/02/2016,,,
09/02/2016,-46.67,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",05/02/2016,,,
09/02/2016,-4.13,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",09/02/2016,,,
09/02/2016,-71.94,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",09/02/2016,,,
09/02/2016,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,09/02/2016,,,
10/02/2016,-27.50,"GRABONE                WHANGAREI     NZL","PURCHASES",10/02/2016,,,
10/02/2016,-40.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/02/2016,,,
11/02/2016,-121.95,"Jetstar Aays Pty Ltd N Melbourne     AU","PURCHASES",08/02/2016,,,
11/02/2016,-7.82,"PAYPAL *UNBLK UKU      4029357733    SG","PURCHASES",08/02/2016,,,
11/02/2016,-34.11,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",11/02/2016,,,
12/02/2016,-34.96,"DOMINOS ILAM 98961     ILAM          NZL","PURCHASES",12/02/2016,,,
15/02/2016,400.00,"PAYMENT RECEIVED       THANK YOU     NZL",,15/02/2016,,,
17/02/2016,-7.00,"SKINNY                 AUCKLAND      NZ","PURCHASES",16/02/2016,,,
18/02/2016,-3.99,"DOMINOS ILAM 98961     ILAM          NZL","PURCHASES",18/02/2016,,,
22/02/2016,-33.00,"TWL 220 RICCARTON      RICCARTON     NZ","PURCHASES",19/02/2016,,,
22/02/2016,-43.00,"FISHERMANS WHARF       LYTTELTON     NZ","PURCHASES",20/02/2016,,,
23/02/2016,-5.17,"PAYPAL *SUNXIANQING    4029357733    SG","PURCHASES",21/02/2016,,,
23/02/2016,-1.39,"GROWERS DIRECT (1974)  CHRISTCHURCH  NZ","PURCHASES",23/02/2016,,,
24/02/2016,-0.65,"PAYPAL *SONGFENPAY     4029357733    SG","PURCHASES",22/02/2016,,,
24/02/2016,-5.19,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",24/02/2016,,,
25/02/2016,-113.76,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",24/02/2016,,,
29/02/2016,-7.83,"PAYPAL *DIGITALOCEA    4029357733    SG","PURCHASES",25/02/2016,,,
29/02/2016,-10.00,"METRO CARD ONLINE      Christchurch  NZ","PURCHASES",28/02/2016,,,
29/02/2016,-33.40,"HOYTS CINEMAS NZ LTD   AUCKLAND      NZL","PURCHASES",29/02/2016,,,
29/02/2016,-38.40,"HOYTS CINEMAS NZ LTD   AUCKLAND      NZL","PURCHASES",29/02/2016,,,
01/03/2016,-3.41,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",01/03/2016,,,
03/03/2016,-238.45,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","PURCHASES",03/03/2016,,,
04/03/2016,-37.70,"COUNTDOWN NORTHLANDS   CHRISTCHURCH  NZL","PURCHASES",04/03/2016,,,
04/03/2016,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,04/03/2016,,,
04/03/2016,-3.98,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES",04/03/2016,,,
04/03/2016,-45.61,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES",04/03/2016,,,
04/03/2016,-7.96,"PAK N SAVE NORTHLANDS  PAPANUI       NZ","PURCHASES",04/03/2016,,,
07/03/2016,-99.53,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",04/03/2016,,,
07/03/2016,-228.00,"NINS BIN               KAIKOURA      NZL","PURCHASES",06/03/2016,,,
07/03/2016,-1.49,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",06/03/2016,,,
07/03/2016,-1.49,"PAK N SAVE BLENHEIM    BLENHEIM      NZ","PURCHASES",06/03/2016,,,
08/03/2016,-3.15,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",08/03/2016,,,
10/03/2016,-4.40,"COUNTDOWN BUSH INN     CHRISTCHURCH  NZL","PURCHASES",10/03/2016,,,
14/03/2016,-32.80,"STRAWBERRY FARE        CHRISTCHURCH  NZ","PURCHASES",10/03/2016,,,
14/03/2016,-1.99,"KOSCO RICCARTON        CHRISTCHURCH  NZ","PURCHASES",12/03/2016,,,
14/03/2016,-17.00,"THEO'S FISHERIES       RICCARTON     NZ","PURCHASES",12/03/2016,,,
14/03/2016,500.00,"PAYMENT RECEIVED       THANK YOU     NZL",,13/03/2016,,,
14/03/2016,-11.00,"Jetstar Aays Pty Ltd N Melbourne     AU","PURCHASES",13/03/2016,,,
18/03/2016,-50.11,"CALTEX AVONHEAD        CHRISTCHURCH  NZ","PURCHASES",17/03/2016,,,
18/03/2016,-6.99,"DOMINOS ILAM 98961     ILAM          NZL","PURCHASES",18/03/2016,,,
18/03/2016,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",18/03/2016,,,
21/03/2016,-14.39,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",19/03/2016,,,
21/03/2016,-16.15,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",20/03/2016,,,
22/03/2016,-1.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",22/03/2016,,,
29/03/2016,-1.54,"PAYPAL *GREENSHOT      4029357733    SG","PURCHASES",23/03/2016,,,
29/03/2016,-13.10,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",26/03/2016,,,
29/03/2016,-3.88,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",28/03/2016,,,
30/03/2016,-78.74,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",29/03/2016,,,
01/04/2016,-13.16,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",01/04/2016,,,
04/04/2016,-4.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",01/04/2016,,,
04/04/2016,200.00,"PAYMENT RECEIVED       THANK YOU     NZL",,02/04/2016,,,
04/04/2016,-15.99,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",02/04/2016,,,
04/04/2016,-16.33,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",02/04/2016,,,
11/04/2016,-2.29,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",09/04/2016,,,
11/04/2016,-6.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",09/04/2016,,,
11/04/2016,50.00,"PAYMENT RECEIVED       THANK YOU     NZL",,10/04/2016,,,
11/04/2016,-50.00,"2DEGREES MOBILE        AUCKLAND      NZ","PURCHASES",10/04/2016,,,
11/04/2016,-2.29,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",10/04/2016,,,
11/04/2016,-5.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",11/04/2016,,,
18/04/2016,-6.00,"KMART - RICCARTON      CHRISTCHURCH  NZ","PURCHASES",15/04/2016,,,
18/04/2016,-52.75,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",15/04/2016,,,
18/04/2016,-72.20,"DICK SMITH HORNBY      CHRISTCHURCH  NZ","PURCHASES",16/04/2016,,,
18/04/2016,-9.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",16/04/2016,,,
18/04/2016,-9.90,"TRENDEZ                CHRISTCHURCH  NZ","PURCHASES",17/04/2016,,,
18/04/2016,-5.50,"KFC RICCARTON MALL     RICCARTON     NZ","PURCHASES",17/04/2016,,,
18/04/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,18/04/2016,,,
19/04/2016,-59.90,"NZ TRANSPORT AGENCY    PALM NORTH    NZL","PURCHASES",19/04/2016,,,
20/04/2016,-49.00,"GRABONE                WHANGAREI     NZL","PURCHASES",20/04/2016,,,
20/04/2016,-10.00,"CAFE PROCOPE LTD       CHRISTCHURCH  NZ","PURCHASES",20/04/2016,,,
22/04/2016,-5.49,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",22/04/2016,,,
26/04/2016,-3.37,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",23/04/2016,,,
26/04/2016,-3.00,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",24/04/2016,,,
26/04/2016,250.00,"PAYMENT RECEIVED       THANK YOU     NZL",,24/04/2016,,,
26/04/2016,-3.99,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",24/04/2016,,,
26/04/2016,-25.63,"DASH TICKETS NZ        WELLINGTON    NZ","PURCHASES",24/04/2016,,,
26/04/2016,-45.00,"ON THE GO RICCARTON    RICCARTON     NZL","PURCHASES",26/04/2016,,,
27/04/2016,-13.17,"PAK N SAVE RICCARTON   CHRISTCHURCH  NZ","PURCHASES",26/04/2016,,,
27/04/2016,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",27/04/2016,,,
29/04/2016,-6.12,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",28/04/2016,,,
02/05/2016,-33.90,"NANDOS RESTAURANT      CHRISTCHURCH  NZL","PURCHASES",29/04/2016,,,
02/05/2016,-24.50,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",30/04/2016,,,
02/05/2016,-33.85,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",01/05/2016,,,
02/05/2016,100.00,"PAYMENT RECEIVED       THANK YOU     NZL",,01/05/2016,,,
04/05/2016,-0.80,"REBOOT CAFE            CHRISTCHURCH  NZ","PURCHASES",03/05/2016,,,
09/05/2016,-10.52,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",07/05/2016,,,
09/05/2016,-30.52,"PAYPAL *DEALEXTREME    4029357733    HK","PURCHASES",07/05/2016,,,
09/05/2016,-5.69,"PAK N SAVE HORNBY      HORNBY        NZ","PURCHASES",08/05/2016,,,
10/05/2016,-14.00,"BELGIAN BEER CAFE      CHRISTCHURCH  NZ","PURCHASES",07/05/2016,,,
11/05/2016,-26.10,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",10/05/2016,,,
16/05/2016,165.65,"PAYMENT RECEIVED       THANK YOU     NZL",,15/05/2016,,,
18/05/2016,-4.90,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",18/05/2016,,,
18/05/2016,-117.04,"COUNTDOWN AVONHEAD     CHRISTCHURCH  NZL","PURCHASES",18/05/2016,,,
23/05/2016,-4.99,"DOMINOS ILAM 98961     ILAM          NZL","PURCHASES",21/05/2016,,,
23/05/2016,150.00,"PAYMENT RECEIVED       THANK YOU     NZL",,22/05/2016,,,
23/05/2016,-42.03,"NEW WORLD ILAM         ILAM          NZ","PURCHASES",22/05/2016,,,
23/05/2016,-22.94,"INTERNET SERVICES      AUCKLAND      NZ","PURCHASES",22/05/2016,,,
25/05/2016,-3.50,"AIRPORT FOOD CENTRE &  CHRISTCHURCH  NZL","PURCHASES",25/05/2016,,,
